,Model,TN,FP,FN,TP,Accuracy,Precision,Recall or Sensitivity,F1 Score,Specificity,Monte_Carlo_iteration
1,LSTM,118.0,21.0,22.0,101.0,0.8358778625954199,0.8278688524590164,0.8211382113821138,0.8244897959183674,0.8489208633093526,Iteration_63
2,bi-LSTM,118.0,21.0,14.0,109.0,0.8664122137404581,0.8384615384615385,0.8861788617886179,0.8616600790513834,0.8489208633093526,Iteration_63
0,CNN,116.0,15.0,7.0,124.0,0.916030534351145,0.8920863309352518,0.9465648854961832,0.9185185185185185,0.8854961832061069,Iteration_64
1,LSTM,109.0,22.0,27.0,104.0,0.8129770992366412,0.8253968253968254,0.7938931297709924,0.8093385214007781,0.8320610687022901,Iteration_64
2,bi-LSTM,109.0,22.0,16.0,115.0,0.8549618320610687,0.8394160583941606,0.8778625954198473,0.8582089552238805,0.8320610687022901,Iteration_64
0,CNN,121.0,16.0,10.0,115.0,0.9007633587786259,0.8778625954198473,0.92,0.8984375,0.8832116788321168,Iteration_65
1,LSTM,115.0,22.0,27.0,98.0,0.8129770992366412,0.8166666666666667,0.784,0.7999999999999999,0.8394160583941606,Iteration_65
2,bi-LSTM,114.0,23.0,17.0,108.0,0.8473282442748091,0.8244274809160306,0.864,0.84375,0.8321167883211679,Iteration_65
0,CNN,110.0,14.0,10.0,128.0,0.9083969465648855,0.9014084507042254,0.927536231884058,0.9142857142857144,0.8870967741935484,Iteration_66
1,LSTM,103.0,21.0,29.0,109.0,0.8091603053435115,0.8384615384615385,0.7898550724637681,0.8134328358208954,0.8306451612903226,Iteration_66
2,bi-LSTM,103.0,21.0,20.0,118.0,0.8435114503816794,0.8489208633093526,0.855072463768116,0.851985559566787,0.8306451612903226,Iteration_66
0,CNN,114.0,18.0,8.0,122.0,0.9007633587786259,0.8714285714285714,0.9384615384615385,0.9037037037037037,0.8636363636363636,Iteration_67
1,LSTM,106.0,26.0,25.0,105.0,0.8053435114503816,0.8015267175572519,0.8076923076923077,0.8045977011494252,0.803030303030303,Iteration_67
2,bi-LSTM,105.0,27.0,14.0,116.0,0.8435114503816794,0.8111888111888111,0.8923076923076924,0.8498168498168499,0.7954545454545454,Iteration_67
0,CNN,111.0,18.0,11.0,122.0,0.8893129770992366,0.8714285714285714,0.9172932330827067,0.8937728937728937,0.8604651162790697,Iteration_68
1,LSTM,107.0,22.0,28.0,105.0,0.8091603053435115,0.8267716535433071,0.7894736842105263,0.8076923076923076,0.8294573643410853,Iteration_68
2,bi-LSTM,107.0,22.0,19.0,114.0,0.8435114503816794,0.8382352941176471,0.8571428571428571,0.8475836431226766,0.8294573643410853,Iteration_68
0,CNN,118.0,15.0,9.0,120.0,0.9083969465648855,0.8888888888888888,0.9302325581395349,0.9090909090909092,0.8872180451127819,Iteration_69
1,LSTM,113.0,20.0,23.0,106.0,0.8358778625954199,0.8412698412698413,0.8217054263565892,0.8313725490196078,0.849624060150376,Iteration_69
2,bi-LSTM,112.0,21.0,14.0,115.0,0.8664122137404581,0.8455882352941176,0.8914728682170543,0.8679245283018868,0.8421052631578947,Iteration_69
0,CNN,116.0,19.0,8.0,119.0,0.8969465648854962,0.8623188405797102,0.937007874015748,0.8981132075471698,0.8592592592592593,Iteration_70
1,LSTM,110.0,25.0,26.0,101.0,0.8053435114503816,0.8015873015873016,0.7952755905511811,0.7984189723320158,0.8148148148148148,Iteration_70
2,bi-LSTM,109.0,26.0,16.0,111.0,0.8396946564885496,0.8102189781021898,0.8740157480314961,0.8409090909090909,0.8074074074074075,Iteration_70
0,CNN,113.0,19.0,8.0,122.0,0.8969465648854962,0.8652482269503546,0.9384615384615385,0.900369003690037,0.8560606060606061,Iteration_71
1,LSTM,108.0,24.0,26.0,104.0,0.8091603053435115,0.8125,0.8,0.8062015503875969,0.8181818181818182,Iteration_71
2,bi-LSTM,107.0,25.0,16.0,114.0,0.8435114503816794,0.8201438848920863,0.8769230769230769,0.8475836431226766,0.8106060606060606,Iteration_71
0,CNN,118.0,16.0,9.0,119.0,0.9045801526717557,0.8814814814814815,0.9296875,0.9049429657794676,0.8805970149253731,Iteration_72
1,LSTM,112.0,22.0,27.0,101.0,0.8129770992366412,0.8211382113821138,0.7890625,0.8047808764940239,0.835820895522388,Iteration_72
2,bi-LSTM,110.0,24.0,17.0,111.0,0.8435114503816794,0.8222222222222222,0.8671875,0.844106463878327,0.8208955223880597,Iteration_72
0,CNN,110.0,15.0,11.0,126.0,0.9007633587786259,0.8936170212765957,0.9197080291970803,0.9064748201438848,0.88,Iteration_73
1,LSTM,105.0,20.0,31.0,106.0,0.8053435114503816,0.8412698412698413,0.7737226277372263,0.8060836501901141,0.84,Iteration_73
2,bi-LSTM,105.0,20.0,19.0,118.0,0.851145038167939,0.855072463768116,0.8613138686131386,0.8581818181818183,0.84,Iteration_73
0,CNN,115.0,13.0,9.0,125.0,0.916030534351145,0.9057971014492754,0.9328358208955224,0.9191176470588236,0.8984375,Iteration_74
1,LSTM,107.0,21.0,26.0,108.0,0.8206106870229007,0.8372093023255814,0.8059701492537313,0.8212927756653993,0.8359375,Iteration_74
2,bi-LSTM,106.0,22.0,16.0,118.0,0.8549618320610687,0.8428571428571429,0.8805970149253731,0.8613138686131387,0.828125,Iteration_74
0,CNN,116.0,17.0,9.0,120.0,0.9007633587786259,0.8759124087591241,0.9302325581395349,0.9022556390977443,0.8721804511278195,Iteration_75
1,LSTM,109.0,24.0,28.0,101.0,0.8015267175572519,0.808,0.7829457364341085,0.7952755905511811,0.8195488721804511,Iteration_75
2,bi-LSTM,108.0,25.0,17.0,112.0,0.8396946564885496,0.8175182481751825,0.8682170542635659,0.8421052631578947,0.8120300751879699,Iteration_75
0,CNN,116.0,16.0,8.0,122.0,0.9083969465648855,0.8840579710144928,0.9384615384615385,0.9104477611940298,0.8787878787878788,Iteration_76
1,LSTM,112.0,20.0,27.0,103.0,0.8206106870229007,0.8373983739837398,0.7923076923076923,0.8142292490118577,0.8484848484848485,Iteration_76
2,bi-LSTM,112.0,20.0,17.0,113.0,0.8587786259541985,0.849624060150376,0.8692307692307693,0.8593155893536121,0.8484848484848485,Iteration_76
0,CNN,117.0,17.0,6.0,122.0,0.9122137404580153,0.8776978417266187,0.953125,0.9138576779026217,0.8731343283582089,Iteration_77
1,LSTM,112.0,22.0,28.0,100.0,0.8091603053435115,0.819672131147541,0.78125,0.8,0.835820895522388,Iteration_77
2,bi-LSTM,111.0,23.0,16.0,112.0,0.851145038167939,0.8296296296296296,0.875,0.8517110266159695,0.8283582089552238,Iteration_77
0,CNN,116.0,15.0,10.0,121.0,0.9045801526717557,0.8897058823529411,0.9236641221374046,0.9063670411985019,0.8854961832061069,Iteration_78
1,LSTM,110.0,21.0,28.0,103.0,0.8129770992366412,0.8306451612903226,0.7862595419847328,0.807843137254902,0.8396946564885496,Iteration_78
2,bi-LSTM,109.0,22.0,17.0,114.0,0.851145038167939,0.8382352941176471,0.8702290076335878,0.8539325842696629,0.8320610687022901,Iteration_78
0,CNN,119.0,16.0,9.0,118.0,0.9045801526717557,0.8805970149253731,0.9291338582677166,0.9042145593869733,0.8814814814814815,Iteration_79
1,LSTM,112.0,23.0,25.0,102.0,0.816793893129771,0.816,0.8031496062992126,0.8095238095238094,0.8296296296296296,Iteration_79
2,bi-LSTM,111.0,24.0,14.0,113.0,0.8549618320610687,0.8248175182481752,0.889763779527559,0.8560606060606061,0.8222222222222222,Iteration_79
0,CNN,114.0,14.0,9.0,125.0,0.9122137404580153,0.8992805755395683,0.9328358208955224,0.9157509157509158,0.890625,Iteration_80
1,LSTM,107.0,21.0,25.0,109.0,0.8244274809160306,0.8384615384615385,0.8134328358208955,0.8257575757575758,0.8359375,Iteration_80
2,bi-LSTM,105.0,23.0,16.0,118.0,0.851145038167939,0.8368794326241135,0.8805970149253731,0.8581818181818182,0.8203125,Iteration_80
0,CNN,115.0,17.0,9.0,121.0,0.9007633587786259,0.8768115942028986,0.9307692307692308,0.9029850746268656,0.8712121212121212,Iteration_81
1,LSTM,107.0,25.0,24.0,106.0,0.8129770992366412,0.8091603053435115,0.8153846153846154,0.8122605363984674,0.8106060606060606,Iteration_81
2,bi-LSTM,106.0,26.0,16.0,114.0,0.8396946564885496,0.8142857142857143,0.8769230769230769,0.8444444444444444,0.803030303030303,Iteration_81
0,CNN,117.0,15.0,6.0,124.0,0.9198473282442748,0.8920863309352518,0.9538461538461539,0.9219330855018588,0.8863636363636364,Iteration_82
1,LSTM,108.0,24.0,22.0,108.0,0.8244274809160306,0.8181818181818182,0.8307692307692308,0.8244274809160306,0.8181818181818182,Iteration_82
2,bi-LSTM,108.0,24.0,13.0,117.0,0.8587786259541985,0.8297872340425532,0.9,0.8634686346863468,0.8181818181818182,Iteration_82
0,CNN,119.0,14.0,9.0,120.0,0.9122137404580153,0.8955223880597015,0.9302325581395349,0.9125475285171103,0.8947368421052632,Iteration_83
1,LSTM,113.0,20.0,25.0,104.0,0.8282442748091603,0.8387096774193549,0.8062015503875969,0.8221343873517787,0.849624060150376,Iteration_83
2,bi-LSTM,113.0,20.0,15.0,114.0,0.8664122137404581,0.8507462686567164,0.8837209302325582,0.8669201520912547,0.849624060150376,Iteration_83
0,CNN,119.0,12.0,10.0,121.0,0.916030534351145,0.9097744360902256,0.9236641221374046,0.9166666666666667,0.9083969465648855,Iteration_84
1,LSTM,112.0,19.0,27.0,104.0,0.8244274809160306,0.8455284552845529,0.7938931297709924,0.8188976377952755,0.8549618320610687,Iteration_84
2,bi-LSTM,110.0,21.0,19.0,112.0,0.8473282442748091,0.8421052631578947,0.8549618320610687,0.8484848484848484,0.8396946564885496,Iteration_84
0,CNN,115.0,16.0,7.0,124.0,0.9122137404580153,0.8857142857142857,0.9465648854961832,0.915129151291513,0.8778625954198473,Iteration_85
1,LSTM,110.0,21.0,24.0,107.0,0.8282442748091603,0.8359375,0.816793893129771,0.8262548262548262,0.8396946564885496,Iteration_85
2,bi-LSTM,109.0,22.0,15.0,116.0,0.8587786259541985,0.8405797101449275,0.8854961832061069,0.8624535315985131,0.8320610687022901,Iteration_85
0,CNN,116.0,16.0,8.0,122.0,0.9083969465648855,0.8840579710144928,0.9384615384615385,0.9104477611940298,0.8787878787878788,Iteration_86
1,LSTM,109.0,23.0,25.0,105.0,0.816793893129771,0.8203125,0.8076923076923077,0.813953488372093,0.8257575757575758,Iteration_86
2,bi-LSTM,108.0,24.0,14.0,116.0,0.8549618320610687,0.8285714285714286,0.8923076923076924,0.8592592592592593,0.8181818181818182,Iteration_86
0,CNN,114.0,18.0,11.0,119.0,0.8893129770992366,0.8686131386861314,0.9153846153846154,0.8913857677902622,0.8636363636363636,Iteration_87
1,LSTM,107.0,25.0,31.0,99.0,0.7862595419847328,0.7983870967741935,0.7615384615384615,0.7795275590551181,0.8106060606060606,Iteration_87
2,bi-LSTM,106.0,26.0,20.0,110.0,0.8244274809160306,0.8088235294117647,0.8461538461538461,0.8270676691729324,0.803030303030303,Iteration_87
0,CNN,118.0,16.0,8.0,120.0,0.9083969465648855,0.8823529411764706,0.9375,0.9090909090909091,0.8805970149253731,Iteration_88
1,LSTM,111.0,23.0,24.0,104.0,0.8206106870229007,0.8188976377952756,0.8125,0.815686274509804,0.8283582089552238,Iteration_88
2,bi-LSTM,109.0,25.0,15.0,113.0,0.8473282442748091,0.8188405797101449,0.8828125,0.8496240601503758,0.8134328358208955,Iteration_88
0,CNN,116.0,14.0,8.0,124.0,0.916030534351145,0.8985507246376812,0.9393939393939394,0.9185185185185185,0.8923076923076924,Iteration_89
1,LSTM,113.0,17.0,23.0,109.0,0.8473282442748091,0.8650793650793651,0.8257575757575758,0.8449612403100776,0.8692307692307693,Iteration_89
2,bi-LSTM,112.0,18.0,13.0,119.0,0.8816793893129771,0.8686131386861314,0.9015151515151515,0.8847583643122676,0.8615384615384616,Iteration_89
0,CNN,116.0,16.0,7.0,123.0,0.9122137404580153,0.8848920863309353,0.9461538461538461,0.9144981412639406,0.8787878787878788,Iteration_90
1,LSTM,111.0,21.0,25.0,105.0,0.8244274809160306,0.8333333333333334,0.8076923076923077,0.8203125000000001,0.8409090909090909,Iteration_90
2,bi-LSTM,110.0,22.0,16.0,114.0,0.8549618320610687,0.8382352941176471,0.8769230769230769,0.8571428571428571,0.8333333333333334,Iteration_90
0,CNN,109.0,16.0,10.0,127.0,0.9007633587786259,0.8881118881118881,0.927007299270073,0.907142857142857,0.872,Iteration_91
1,LSTM,106.0,19.0,29.0,108.0,0.816793893129771,0.8503937007874016,0.7883211678832117,0.8181818181818182,0.848,Iteration_91
2,bi-LSTM,105.0,20.0,18.0,119.0,0.8549618320610687,0.8561151079136691,0.8686131386861314,0.8623188405797102,0.84,Iteration_91
0,CNN,114.0,15.0,10.0,123.0,0.9045801526717557,0.8913043478260869,0.924812030075188,0.9077490774907749,0.8837209302325582,Iteration_92
1,LSTM,107.0,22.0,30.0,103.0,0.8015267175572519,0.824,0.7744360902255639,0.7984496124031008,0.8294573643410853,Iteration_92
2,bi-LSTM,107.0,22.0,19.0,114.0,0.8435114503816794,0.8382352941176471,0.8571428571428571,0.8475836431226766,0.8294573643410853,Iteration_92
0,CNN,124.0,16.0,9.0,113.0,0.9045801526717557,0.875968992248062,0.9262295081967213,0.9003984063745021,0.8857142857142857,Iteration_93
1,LSTM,118.0,22.0,25.0,97.0,0.8206106870229007,0.8151260504201681,0.7950819672131147,0.8049792531120331,0.8428571428571429,Iteration_93
2,bi-LSTM,118.0,22.0,16.0,106.0,0.8549618320610687,0.828125,0.8688524590163934,0.8480000000000001,0.8428571428571429,Iteration_93
0,CNN,120.0,17.0,8.0,117.0,0.9045801526717557,0.8731343283582089,0.936,0.9034749034749036,0.8759124087591241,Iteration_94
1,LSTM,112.0,25.0,26.0,99.0,0.8053435114503816,0.7983870967741935,0.792,0.7951807228915663,0.8175182481751825,Iteration_94
2,bi-LSTM,110.0,27.0,17.0,108.0,0.8320610687022901,0.8,0.864,0.8307692307692307,0.8029197080291971,Iteration_94
0,CNN,116.0,14.0,10.0,122.0,0.9083969465648855,0.8970588235294118,0.9242424242424242,0.9104477611940298,0.8923076923076924,Iteration_95
1,LSTM,108.0,22.0,25.0,107.0,0.8206106870229007,0.8294573643410853,0.8106060606060606,0.8199233716475095,0.8307692307692308,Iteration_95
2,bi-LSTM,107.0,23.0,17.0,115.0,0.8473282442748091,0.8333333333333334,0.8712121212121212,0.8518518518518519,0.823076923076923,Iteration_95
0,CNN,117.0,15.0,10.0,120.0,0.9045801526717557,0.8888888888888888,0.9230769230769231,0.9056603773584906,0.8863636363636364,Iteration_96
1,LSTM,111.0,21.0,26.0,104.0,0.8206106870229007,0.832,0.8,0.8156862745098038,0.8409090909090909,Iteration_96
2,bi-LSTM,110.0,22.0,17.0,113.0,0.851145038167939,0.837037037037037,0.8692307692307693,0.8528301886792453,0.8333333333333334,Iteration_96
0,CNN,111.0,15.0,11.0,125.0,0.9007633587786259,0.8928571428571429,0.9191176470588235,0.9057971014492753,0.8809523809523809,Iteration_97
1,LSTM,105.0,21.0,27.0,109.0,0.816793893129771,0.8384615384615385,0.8014705882352942,0.8195488721804512,0.8333333333333334,Iteration_97
2,bi-LSTM,106.0,20.0,19.0,117.0,0.851145038167939,0.8540145985401459,0.8602941176470589,0.8571428571428572,0.8412698412698413,Iteration_97
0,CNN,116.0,15.0,8.0,123.0,0.9122137404580153,0.8913043478260869,0.9389312977099237,0.9144981412639406,0.8854961832061069,Iteration_98
1,LSTM,110.0,21.0,25.0,106.0,0.8244274809160306,0.8346456692913385,0.8091603053435115,0.821705426356589,0.8396946564885496,Iteration_98
2,bi-LSTM,109.0,22.0,18.0,113.0,0.8473282442748091,0.837037037037037,0.8625954198473282,0.849624060150376,0.8320610687022901,Iteration_98
0,CNN,116.0,14.0,10.0,122.0,0.9083969465648855,0.8970588235294118,0.9242424242424242,0.9104477611940298,0.8923076923076924,Iteration_99
1,LSTM,109.0,21.0,26.0,106.0,0.8206106870229007,0.8346456692913385,0.803030303030303,0.8185328185328183,0.8384615384615385,Iteration_99
2,bi-LSTM,108.0,22.0,16.0,116.0,0.8549618320610687,0.8405797101449275,0.8787878787878788,0.8592592592592593,0.8307692307692308,Iteration_99
0,CNN,116.0,17.0,8.0,121.0,0.9045801526717557,0.8768115942028986,0.937984496124031,0.9063670411985019,0.8721804511278195,Iteration_100
1,LSTM,109.0,24.0,27.0,102.0,0.8053435114503816,0.8095238095238095,0.7906976744186046,0.8,0.8195488721804511,Iteration_100
2,bi-LSTM,109.0,24.0,18.0,111.0,0.8396946564885496,0.8222222222222222,0.8604651162790697,0.8409090909090908,0.8195488721804511,Iteration_100
