,Model,TN,FP,FN,TP,Accuracy,Precision,Recall or Sensitivity,F1 Score,Specificity,Monte_Carlo_iteration
2,bi-LSTM,108.0,24.0,16.0,114.0,0.8473282442748091,0.8260869565217391,0.8769230769230769,0.8507462686567164,0.8181818181818182,Iteration_18
0,CNN,115.0,16.0,10.0,121.0,0.9007633587786259,0.8832116788321168,0.9236641221374046,0.9029850746268656,0.8778625954198473,Iteration_19
1,LSTM,108.0,23.0,29.0,102.0,0.8015267175572519,0.816,0.7786259541984732,0.7968749999999999,0.8244274809160306,Iteration_19
2,bi-LSTM,108.0,23.0,18.0,113.0,0.8435114503816794,0.8308823529411765,0.8625954198473282,0.8464419475655431,0.8244274809160306,Iteration_19
0,CNN,115.0,17.0,7.0,123.0,0.9083969465648855,0.8785714285714286,0.9461538461538461,0.911111111111111,0.8712121212121212,Iteration_20
1,LSTM,108.0,24.0,26.0,104.0,0.8091603053435115,0.8125,0.8,0.8062015503875969,0.8181818181818182,Iteration_20
2,bi-LSTM,107.0,25.0,16.0,114.0,0.8435114503816794,0.8201438848920863,0.8769230769230769,0.8475836431226766,0.8106060606060606,Iteration_20
0,CNN,108.0,17.0,8.0,129.0,0.9045801526717557,0.8835616438356164,0.9416058394160584,0.911660777385159,0.864,Iteration_21
1,LSTM,101.0,24.0,26.0,111.0,0.8091603053435115,0.8222222222222222,0.8102189781021898,0.8161764705882353,0.808,Iteration_21
2,bi-LSTM,101.0,24.0,17.0,120.0,0.8435114503816794,0.8333333333333334,0.8759124087591241,0.8540925266903916,0.808,Iteration_21
0,CNN,119.0,13.0,9.0,121.0,0.916030534351145,0.9029850746268657,0.9307692307692308,0.9166666666666667,0.9015151515151515,Iteration_22
1,LSTM,113.0,19.0,27.0,103.0,0.8244274809160306,0.8442622950819673,0.7923076923076923,0.8174603174603174,0.8560606060606061,Iteration_22
2,bi-LSTM,112.0,20.0,17.0,113.0,0.8587786259541985,0.849624060150376,0.8692307692307693,0.8593155893536121,0.8484848484848485,Iteration_22
0,CNN,116.0,16.0,8.0,122.0,0.9083969465648855,0.8840579710144928,0.9384615384615385,0.9104477611940298,0.8787878787878788,Iteration_23
1,LSTM,109.0,23.0,24.0,106.0,0.8206106870229007,0.8217054263565892,0.8153846153846154,0.8185328185328187,0.8257575757575758,Iteration_23
2,bi-LSTM,107.0,25.0,15.0,115.0,0.8473282442748091,0.8214285714285714,0.8846153846153846,0.8518518518518519,0.8106060606060606,Iteration_23
0,CNN,115.0,16.0,9.0,122.0,0.9045801526717557,0.8840579710144928,0.9312977099236641,0.9070631970260224,0.8778625954198473,Iteration_24
1,LSTM,108.0,23.0,28.0,103.0,0.8053435114503816,0.8174603174603174,0.7862595419847328,0.8015564202334631,0.8244274809160306,Iteration_24
2,bi-LSTM,107.0,24.0,17.0,114.0,0.8435114503816794,0.8260869565217391,0.8702290076335878,0.8475836431226766,0.816793893129771,Iteration_24
0,CNN,114.0,12.0,11.0,125.0,0.9122137404580153,0.9124087591240876,0.9191176470588235,0.9157509157509157,0.9047619047619048,Iteration_25
1,LSTM,107.0,19.0,27.0,109.0,0.8244274809160306,0.8515625,0.8014705882352942,0.8257575757575757,0.8492063492063492,Iteration_25
2,bi-LSTM,105.0,21.0,18.0,118.0,0.851145038167939,0.8489208633093526,0.8676470588235294,0.8581818181818183,0.8333333333333334,Iteration_25
0,CNN,116.0,17.0,10.0,119.0,0.8969465648854962,0.875,0.9224806201550387,0.8981132075471698,0.8721804511278195,Iteration_26
1,LSTM,110.0,23.0,29.0,100.0,0.8015267175572519,0.8130081300813008,0.7751937984496124,0.7936507936507936,0.8270676691729323,Iteration_26
2,bi-LSTM,110.0,23.0,18.0,111.0,0.8435114503816794,0.8283582089552238,0.8604651162790697,0.844106463878327,0.8270676691729323,Iteration_26
0,CNN,119.0,14.0,9.0,120.0,0.9122137404580153,0.8955223880597015,0.9302325581395349,0.9125475285171103,0.8947368421052632,Iteration_27
1,LSTM,112.0,21.0,27.0,102.0,0.816793893129771,0.8292682926829268,0.7906976744186046,0.8095238095238095,0.8421052631578947,Iteration_27
2,bi-LSTM,111.0,22.0,17.0,112.0,0.851145038167939,0.835820895522388,0.8682170542635659,0.8517110266159695,0.8345864661654135,Iteration_27
0,CNN,118.0,17.0,9.0,118.0,0.9007633587786259,0.8740740740740741,0.9291338582677166,0.900763358778626,0.8740740740740741,Iteration_28
1,LSTM,110.0,25.0,25.0,102.0,0.8091603053435115,0.8031496062992126,0.8031496062992126,0.8031496062992126,0.8148148148148148,Iteration_28
2,bi-LSTM,109.0,26.0,14.0,113.0,0.8473282442748091,0.8129496402877698,0.889763779527559,0.849624060150376,0.8074074074074075,Iteration_28
0,CNN,113.0,16.0,7.0,126.0,0.9122137404580153,0.8873239436619719,0.9473684210526315,0.9163636363636363,0.875968992248062,Iteration_29
1,LSTM,106.0,23.0,23.0,110.0,0.8244274809160306,0.8270676691729323,0.8270676691729323,0.8270676691729322,0.8217054263565892,Iteration_29
2,bi-LSTM,106.0,23.0,14.0,119.0,0.8587786259541985,0.8380281690140845,0.8947368421052632,0.8654545454545454,0.8217054263565892,Iteration_29
0,CNN,121.0,15.0,9.0,117.0,0.9083969465648855,0.8863636363636364,0.9285714285714286,0.9069767441860465,0.8897058823529411,Iteration_30
1,LSTM,114.0,22.0,28.0,98.0,0.8091603053435115,0.8166666666666667,0.7777777777777778,0.7967479674796747,0.8382352941176471,Iteration_30
2,bi-LSTM,114.0,22.0,18.0,108.0,0.8473282442748091,0.8307692307692308,0.8571428571428571,0.84375,0.8382352941176471,Iteration_30
0,CNN,111.0,16.0,9.0,126.0,0.9045801526717557,0.8873239436619719,0.9333333333333333,0.9097472924187726,0.8740157480314961,Iteration_31
1,LSTM,108.0,19.0,30.0,105.0,0.8129770992366412,0.8467741935483871,0.7777777777777778,0.8108108108108109,0.8503937007874016,Iteration_31
2,bi-LSTM,108.0,19.0,18.0,117.0,0.8587786259541985,0.8602941176470589,0.8666666666666667,0.8634686346863468,0.8503937007874016,Iteration_31
0,CNN,110.0,13.0,6.0,133.0,0.9274809160305344,0.910958904109589,0.9568345323741008,0.9333333333333332,0.8943089430894309,Iteration_32
1,LSTM,103.0,20.0,23.0,116.0,0.8358778625954199,0.8529411764705882,0.8345323741007195,0.8436363636363636,0.8373983739837398,Iteration_32
2,bi-LSTM,104.0,19.0,14.0,125.0,0.8740458015267175,0.8680555555555556,0.8992805755395683,0.8833922261484098,0.8455284552845529,Iteration_32
0,CNN,114.0,16.0,10.0,122.0,0.9007633587786259,0.8840579710144928,0.9242424242424242,0.9037037037037037,0.8769230769230769,Iteration_33
1,LSTM,107.0,23.0,27.0,105.0,0.8091603053435115,0.8203125,0.7954545454545454,0.8076923076923076,0.823076923076923,Iteration_33
2,bi-LSTM,107.0,23.0,18.0,114.0,0.8435114503816794,0.8321167883211679,0.8636363636363636,0.8475836431226766,0.823076923076923,Iteration_33
0,CNN,120.0,18.0,11.0,113.0,0.8893129770992366,0.8625954198473282,0.9112903225806451,0.8862745098039215,0.8695652173913043,Iteration_34
1,LSTM,113.0,25.0,27.0,97.0,0.8015267175572519,0.7950819672131147,0.782258064516129,0.7886178861788619,0.8188405797101449,Iteration_34
2,bi-LSTM,112.0,26.0,17.0,107.0,0.8358778625954199,0.8045112781954887,0.8629032258064516,0.8326848249027238,0.8115942028985508,Iteration_34
0,CNN,113.0,14.0,11.0,124.0,0.9045801526717557,0.8985507246376812,0.9185185185185185,0.9084249084249084,0.889763779527559,Iteration_35
1,LSTM,107.0,20.0,30.0,105.0,0.8091603053435115,0.84,0.7777777777777778,0.8076923076923077,0.84251968503937,Iteration_35
2,bi-LSTM,106.0,21.0,19.0,116.0,0.8473282442748091,0.8467153284671532,0.8592592592592593,0.8529411764705882,0.8346456692913385,Iteration_35
0,CNN,117.0,16.0,8.0,121.0,0.9083969465648855,0.8832116788321168,0.937984496124031,0.9097744360902256,0.8796992481203008,Iteration_36
1,LSTM,110.0,23.0,23.0,106.0,0.8244274809160306,0.8217054263565892,0.8217054263565892,0.8217054263565892,0.8270676691729323,Iteration_36
2,bi-LSTM,109.0,24.0,14.0,115.0,0.8549618320610687,0.8273381294964028,0.8914728682170543,0.8582089552238806,0.8195488721804511,Iteration_36
0,CNN,111.0,14.0,9.0,128.0,0.9122137404580153,0.9014084507042254,0.9343065693430657,0.917562724014337,0.888,Iteration_37
1,LSTM,103.0,22.0,26.0,111.0,0.816793893129771,0.8345864661654135,0.8102189781021898,0.8222222222222222,0.824,Iteration_37
2,bi-LSTM,103.0,22.0,19.0,118.0,0.8435114503816794,0.8428571428571429,0.8613138686131386,0.8519855595667869,0.824,Iteration_37
0,CNN,111.0,14.0,9.0,128.0,0.9122137404580153,0.9014084507042254,0.9343065693430657,0.917562724014337,0.888,Iteration_38
1,LSTM,103.0,22.0,29.0,108.0,0.8053435114503816,0.8307692307692308,0.7883211678832117,0.8089887640449439,0.824,Iteration_38
2,bi-LSTM,102.0,23.0,20.0,117.0,0.8358778625954199,0.8357142857142857,0.8540145985401459,0.8447653429602888,0.816,Iteration_38
0,CNN,118.0,16.0,6.0,122.0,0.916030534351145,0.8840579710144928,0.953125,0.9172932330827068,0.8805970149253731,Iteration_39
1,LSTM,111.0,23.0,25.0,103.0,0.816793893129771,0.8174603174603174,0.8046875,0.8110236220472441,0.8283582089552238,Iteration_39
2,bi-LSTM,110.0,24.0,15.0,113.0,0.851145038167939,0.8248175182481752,0.8828125,0.8528301886792453,0.8208955223880597,Iteration_39
0,CNN,120.0,12.0,7.0,123.0,0.9274809160305344,0.9111111111111111,0.9461538461538461,0.9283018867924527,0.9090909090909091,Iteration_40
1,LSTM,115.0,17.0,23.0,107.0,0.8473282442748091,0.8629032258064516,0.823076923076923,0.84251968503937,0.8712121212121212,Iteration_40
2,bi-LSTM,115.0,17.0,13.0,117.0,0.8854961832061069,0.8731343283582089,0.9,0.8863636363636365,0.8712121212121212,Iteration_40
0,CNN,120.0,15.0,8.0,119.0,0.9122137404580153,0.8880597014925373,0.937007874015748,0.9118773946360154,0.8888888888888888,Iteration_41
1,LSTM,115.0,20.0,25.0,102.0,0.8282442748091603,0.8360655737704918,0.8031496062992126,0.8192771084337349,0.8518518518518519,Iteration_41
2,bi-LSTM,115.0,20.0,15.0,112.0,0.8664122137404581,0.8484848484848485,0.8818897637795275,0.8648648648648649,0.8518518518518519,Iteration_41
0,CNN,118.0,16.0,8.0,120.0,0.9083969465648855,0.8823529411764706,0.9375,0.9090909090909091,0.8805970149253731,Iteration_42
1,LSTM,110.0,24.0,22.0,106.0,0.8244274809160306,0.8153846153846154,0.828125,0.8217054263565892,0.8208955223880597,Iteration_42
2,bi-LSTM,109.0,25.0,16.0,112.0,0.8435114503816794,0.8175182481751825,0.875,0.8452830188679246,0.8134328358208955,Iteration_42
0,CNN,110.0,18.0,10.0,124.0,0.8931297709923665,0.8732394366197183,0.9253731343283582,0.8985507246376812,0.859375,Iteration_43
1,LSTM,104.0,24.0,30.0,104.0,0.7938931297709924,0.8125,0.7761194029850746,0.7938931297709924,0.8125,Iteration_43
2,bi-LSTM,104.0,24.0,19.0,115.0,0.8358778625954199,0.8273381294964028,0.8582089552238806,0.8424908424908425,0.8125,Iteration_43
0,CNN,118.0,16.0,9.0,119.0,0.9045801526717557,0.8814814814814815,0.9296875,0.9049429657794676,0.8805970149253731,Iteration_44
1,LSTM,112.0,22.0,25.0,103.0,0.8206106870229007,0.824,0.8046875,0.8142292490118578,0.835820895522388,Iteration_44
2,bi-LSTM,112.0,22.0,15.0,113.0,0.8587786259541985,0.837037037037037,0.8828125,0.8593155893536122,0.835820895522388,Iteration_44
0,CNN,120.0,13.0,10.0,119.0,0.9122137404580153,0.9015151515151515,0.9224806201550387,0.9118773946360152,0.9022556390977443,Iteration_45
1,LSTM,111.0,22.0,28.0,101.0,0.8091603053435115,0.8211382113821138,0.7829457364341085,0.8015873015873015,0.8345864661654135,Iteration_45
2,bi-LSTM,110.0,23.0,18.0,111.0,0.8435114503816794,0.8283582089552238,0.8604651162790697,0.844106463878327,0.8270676691729323,Iteration_45
0,CNN,114.0,14.0,9.0,125.0,0.9122137404580153,0.8992805755395683,0.9328358208955224,0.9157509157509158,0.890625,Iteration_46
1,LSTM,107.0,21.0,30.0,104.0,0.8053435114503816,0.832,0.7761194029850746,0.8030888030888031,0.8359375,Iteration_46
2,bi-LSTM,106.0,22.0,18.0,116.0,0.8473282442748091,0.8405797101449275,0.8656716417910447,0.8529411764705882,0.828125,Iteration_46
0,CNN,109.0,14.0,10.0,129.0,0.9083969465648855,0.9020979020979021,0.9280575539568345,0.9148936170212766,0.8861788617886179,Iteration_47
1,LSTM,101.0,22.0,27.0,112.0,0.8129770992366412,0.835820895522388,0.8057553956834532,0.8205128205128205,0.8211382113821138,Iteration_47
2,bi-LSTM,101.0,22.0,18.0,121.0,0.8473282442748091,0.8461538461538461,0.8705035971223022,0.8581560283687943,0.8211382113821138,Iteration_47
0,CNN,111.0,14.0,10.0,127.0,0.9083969465648855,0.900709219858156,0.927007299270073,0.9136690647482014,0.888,Iteration_48
1,LSTM,106.0,19.0,28.0,109.0,0.8206106870229007,0.8515625,0.7956204379562044,0.8226415094339622,0.848,Iteration_48
2,bi-LSTM,106.0,19.0,18.0,119.0,0.8587786259541985,0.8623188405797102,0.8686131386861314,0.8654545454545454,0.848,Iteration_48
0,CNN,112.0,15.0,9.0,126.0,0.9083969465648855,0.8936170212765957,0.9333333333333333,0.9130434782608695,0.8818897637795275,Iteration_49
1,LSTM,105.0,22.0,29.0,106.0,0.8053435114503816,0.828125,0.7851851851851852,0.8060836501901141,0.8267716535433071,Iteration_49
2,bi-LSTM,103.0,24.0,19.0,116.0,0.8358778625954199,0.8285714285714286,0.8592592592592593,0.8436363636363636,0.8110236220472441,Iteration_49
0,CNN,118.0,16.0,9.0,119.0,0.9045801526717557,0.8814814814814815,0.9296875,0.9049429657794676,0.8805970149253731,Iteration_50
1,LSTM,113.0,21.0,27.0,101.0,0.816793893129771,0.8278688524590164,0.7890625,0.8080000000000002,0.8432835820895522,Iteration_50
2,bi-LSTM,112.0,22.0,18.0,110.0,0.8473282442748091,0.8333333333333334,0.859375,0.8461538461538461,0.835820895522388,Iteration_50
0,CNN,106.0,15.0,10.0,131.0,0.9045801526717557,0.8972602739726028,0.9290780141843972,0.9128919860627179,0.8760330578512396,Iteration_51
1,LSTM,101.0,20.0,28.0,113.0,0.816793893129771,0.849624060150376,0.8014184397163121,0.8248175182481753,0.8347107438016529,Iteration_51
2,bi-LSTM,99.0,22.0,19.0,122.0,0.8435114503816794,0.8472222222222222,0.8652482269503546,0.856140350877193,0.8181818181818182,Iteration_51
0,CNN,114.0,15.0,8.0,125.0,0.9122137404580153,0.8928571428571429,0.9398496240601504,0.9157509157509158,0.8837209302325582,Iteration_52
1,LSTM,107.0,22.0,27.0,106.0,0.8129770992366412,0.828125,0.7969924812030075,0.8122605363984673,0.8294573643410853,Iteration_52
2,bi-LSTM,106.0,23.0,18.0,115.0,0.8435114503816794,0.8333333333333334,0.8646616541353384,0.8487084870848708,0.8217054263565892,Iteration_52
0,CNN,110.0,15.0,9.0,128.0,0.9083969465648855,0.8951048951048951,0.9343065693430657,0.9142857142857143,0.88,Iteration_53
1,LSTM,103.0,22.0,26.0,111.0,0.816793893129771,0.8345864661654135,0.8102189781021898,0.8222222222222222,0.824,Iteration_53
2,bi-LSTM,102.0,23.0,17.0,120.0,0.8473282442748091,0.8391608391608392,0.8759124087591241,0.8571428571428571,0.816,Iteration_53
0,CNN,120.0,14.0,8.0,120.0,0.916030534351145,0.8955223880597015,0.9375,0.9160305343511451,0.8955223880597015,Iteration_54
1,LSTM,114.0,20.0,28.0,100.0,0.816793893129771,0.8333333333333334,0.78125,0.8064516129032259,0.8507462686567164,Iteration_54
2,bi-LSTM,113.0,21.0,18.0,110.0,0.851145038167939,0.8396946564885496,0.859375,0.8494208494208494,0.8432835820895522,Iteration_54
0,CNN,117.0,14.0,7.0,124.0,0.9198473282442748,0.8985507246376812,0.9465648854961832,0.9219330855018587,0.8931297709923665,Iteration_55
1,LSTM,110.0,21.0,28.0,103.0,0.8129770992366412,0.8306451612903226,0.7862595419847328,0.807843137254902,0.8396946564885496,Iteration_55
2,bi-LSTM,108.0,23.0,16.0,115.0,0.851145038167939,0.8333333333333334,0.8778625954198473,0.8550185873605949,0.8244274809160306,Iteration_55
0,CNN,113.0,16.0,11.0,122.0,0.8969465648854962,0.8840579710144928,0.9172932330827067,0.9003690036900369,0.875968992248062,Iteration_56
1,LSTM,105.0,24.0,28.0,105.0,0.8015267175572519,0.813953488372093,0.7894736842105263,0.801526717557252,0.813953488372093,Iteration_56
2,bi-LSTM,104.0,25.0,18.0,115.0,0.8358778625954199,0.8214285714285714,0.8646616541353384,0.8424908424908425,0.8062015503875969,Iteration_56
0,CNN,112.0,15.0,11.0,124.0,0.9007633587786259,0.8920863309352518,0.9185185185185185,0.9051094890510949,0.8818897637795275,Iteration_57
1,LSTM,105.0,22.0,28.0,107.0,0.8091603053435115,0.8294573643410853,0.7925925925925926,0.8106060606060607,0.8267716535433071,Iteration_57
2,bi-LSTM,106.0,21.0,18.0,117.0,0.851145038167939,0.8478260869565217,0.8666666666666667,0.8571428571428571,0.8346456692913385,Iteration_57
0,CNN,114.0,15.0,9.0,124.0,0.9083969465648855,0.8920863309352518,0.9323308270676691,0.9117647058823529,0.8837209302325582,Iteration_58
1,LSTM,105.0,24.0,24.0,109.0,0.816793893129771,0.8195488721804511,0.8195488721804511,0.8195488721804511,0.813953488372093,Iteration_58
2,bi-LSTM,104.0,25.0,16.0,117.0,0.8435114503816794,0.823943661971831,0.8796992481203008,0.850909090909091,0.8062015503875969,Iteration_58
0,CNN,115.0,15.0,9.0,123.0,0.9083969465648855,0.8913043478260869,0.9318181818181818,0.9111111111111111,0.8846153846153846,Iteration_59
1,LSTM,108.0,22.0,26.0,106.0,0.816793893129771,0.828125,0.803030303030303,0.8153846153846153,0.8307692307692308,Iteration_59
2,bi-LSTM,107.0,23.0,17.0,115.0,0.8473282442748091,0.8333333333333334,0.8712121212121212,0.8518518518518519,0.823076923076923,Iteration_59
0,CNN,128.0,11.0,7.0,116.0,0.9312977099236641,0.9133858267716536,0.943089430894309,0.9280000000000002,0.920863309352518,Iteration_60
1,LSTM,121.0,18.0,23.0,100.0,0.8435114503816794,0.847457627118644,0.8130081300813008,0.8298755186721991,0.8705035971223022,Iteration_60
2,bi-LSTM,121.0,18.0,14.0,109.0,0.8778625954198473,0.8582677165354331,0.8861788617886179,0.8720000000000001,0.8705035971223022,Iteration_60
0,CNN,115.0,18.0,9.0,120.0,0.8969465648854962,0.8695652173913043,0.9302325581395349,0.898876404494382,0.8646616541353384,Iteration_61
1,LSTM,108.0,25.0,22.0,107.0,0.8206106870229007,0.8106060606060606,0.8294573643410853,0.8199233716475095,0.8120300751879699,Iteration_61
2,bi-LSTM,108.0,25.0,14.0,115.0,0.851145038167939,0.8214285714285714,0.8914728682170543,0.8550185873605949,0.8120300751879699,Iteration_61
0,CNN,117.0,16.0,9.0,120.0,0.9045801526717557,0.8823529411764706,0.9302325581395349,0.9056603773584906,0.8796992481203008,Iteration_62
1,LSTM,108.0,25.0,25.0,104.0,0.8091603053435115,0.8062015503875969,0.8062015503875969,0.8062015503875969,0.8120300751879699,Iteration_62
2,bi-LSTM,108.0,25.0,17.0,112.0,0.8396946564885496,0.8175182481751825,0.8682170542635659,0.8421052631578947,0.8120300751879699,Iteration_62
0,CNN,124.0,15.0,6.0,117.0,0.9198473282442748,0.8863636363636364,0.9512195121951219,0.9176470588235294,0.8920863309352518,Iteration_63
