,Accuracy,F1 Score,FN,FP,Model,Precision,Recall or Sensitivity,Specificity,TN,TP,Monte_Carlo_iteration
4,0.6580152671755726,0.5836431226765799,172.0,52.0,SVC,0.7511961722488039,0.47720364741641336,0.8404907975460123,274.0,157.0,Iteration_51
5,0.8946564885496183,0.8974739970282317,27.0,42.0,RandomForestClassifier,0.877906976744186,0.9179331306990881,0.8711656441717791,284.0,302.0,Iteration_51
6,0.667175572519084,0.7183462532299741,51.0,167.0,AdaBoostClassifier,0.6247191011235955,0.8449848024316109,0.48773006134969327,159.0,278.0,Iteration_51
0,0.7526717557251908,0.7499999999999999,84.0,78.0,LogisticRegression,0.7570093457943925,0.7431192660550459,0.7621951219512195,250.0,243.0,Iteration_52
1,0.7541984732824427,0.7407407407407408,97.0,64.0,KNeighborsClassifier,0.782312925170068,0.7033639143730887,0.8048780487804879,264.0,230.0,Iteration_52
2,0.9145038167938931,0.9148936170212766,26.0,30.0,DecisionTreeClassifier,0.9093655589123867,0.9204892966360856,0.9085365853658537,298.0,301.0,Iteration_52
3,0.7145038167938931,0.6939443535188217,115.0,72.0,MultinomialNB,0.7464788732394366,0.6483180428134556,0.7804878048780488,256.0,212.0,Iteration_52
4,0.6793893129770993,0.6022727272727273,168.0,42.0,SVC,0.7910447761194029,0.48623853211009177,0.8719512195121951,286.0,159.0,Iteration_52
5,0.917557251908397,0.9181818181818182,24.0,30.0,RandomForestClassifier,0.9099099099099099,0.926605504587156,0.9085365853658537,298.0,303.0,Iteration_52
6,0.6885496183206107,0.734375,45.0,159.0,AdaBoostClassifier,0.6394557823129252,0.8623853211009175,0.5152439024390244,169.0,282.0,Iteration_52
0,0.6977099236641221,0.6754098360655738,102.0,96.0,LogisticRegression,0.6821192052980133,0.6688311688311688,0.723342939481268,251.0,206.0,Iteration_53
1,0.7251908396946565,0.6842105263157895,113.0,67.0,KNeighborsClassifier,0.7442748091603053,0.6331168831168831,0.8069164265129684,280.0,195.0,Iteration_53
2,0.8916030534351145,0.8860353130016052,32.0,39.0,DecisionTreeClassifier,0.8761904761904762,0.8961038961038961,0.8876080691642652,308.0,276.0,Iteration_53
3,0.6793893129770993,0.6289752650176678,130.0,80.0,MultinomialNB,0.689922480620155,0.577922077922078,0.7694524495677233,267.0,178.0,Iteration_53
4,0.648854961832061,0.547244094488189,169.0,61.0,SVC,0.695,0.4512987012987013,0.8242074927953891,286.0,139.0,Iteration_53
5,0.8900763358778626,0.8867924528301887,26.0,46.0,RandomForestClassifier,0.8597560975609756,0.9155844155844156,0.8674351585014409,301.0,282.0,Iteration_53
6,0.6519083969465649,0.6918918918918919,52.0,176.0,AdaBoostClassifier,0.5925925925925926,0.8311688311688312,0.49279538904899134,171.0,256.0,Iteration_53
0,0.7541984732824427,0.7549467275494672,85.0,76.0,LogisticRegression,0.7654320987654321,0.7447447447447447,0.7639751552795031,246.0,248.0,Iteration_54
1,0.751145038167939,0.7296849087893864,113.0,50.0,KNeighborsClassifier,0.8148148148148148,0.6606606606606606,0.84472049689441,272.0,220.0,Iteration_54
2,0.8916030534351145,0.8922610015174507,39.0,32.0,DecisionTreeClassifier,0.901840490797546,0.8828828828828829,0.9006211180124224,290.0,294.0,Iteration_54
3,0.7267175572519083,0.7098865478119936,114.0,65.0,MultinomialNB,0.7711267605633803,0.6576576576576577,0.7981366459627329,257.0,219.0,Iteration_54
4,0.6977099236641221,0.6373626373626373,159.0,39.0,SVC,0.8169014084507042,0.5225225225225225,0.8788819875776398,283.0,174.0,Iteration_54
5,0.8931297709923665,0.8955223880597014,33.0,37.0,RandomForestClassifier,0.8902077151335311,0.9009009009009009,0.8850931677018633,285.0,300.0,Iteration_54
6,0.6717557251908397,0.7218628719275548,54.0,161.0,AdaBoostClassifier,0.634090909090909,0.8378378378378378,0.5,161.0,279.0,Iteration_54
0,0.7206106870229008,0.7162790697674419,102.0,81.0,LogisticRegression,0.7403846153846154,0.6936936936936937,0.7484472049689441,241.0,231.0,Iteration_55
1,0.7557251908396947,0.7333333333333334,113.0,47.0,KNeighborsClassifier,0.8239700374531835,0.6606606606606606,0.8540372670807453,275.0,220.0,Iteration_55
2,0.8854961832061069,0.884080370942813,47.0,28.0,DecisionTreeClassifier,0.910828025477707,0.8588588588588588,0.9130434782608695,294.0,286.0,Iteration_55
3,0.7083969465648855,0.6884176182707994,122.0,69.0,MultinomialNB,0.7535714285714286,0.6336336336336337,0.7857142857142857,253.0,211.0,Iteration_55
4,0.6519083969465649,0.5730337078651686,180.0,48.0,SVC,0.7611940298507462,0.4594594594594595,0.8509316770186336,274.0,153.0,Iteration_55
5,0.8870229007633588,0.8875379939209725,41.0,33.0,RandomForestClassifier,0.8984615384615384,0.8768768768768769,0.8975155279503105,289.0,292.0,Iteration_55
6,0.6473282442748092,0.6988265971316819,65.0,166.0,AdaBoostClassifier,0.6175115207373272,0.8048048048048048,0.484472049689441,156.0,268.0,Iteration_55
0,0.7267175572519083,0.7291981845688351,80.0,99.0,LogisticRegression,0.7088235294117647,0.7507788161993769,0.7035928143712575,235.0,241.0,Iteration_56
1,0.7343511450381679,0.7119205298013246,106.0,68.0,KNeighborsClassifier,0.7597173144876325,0.6697819314641744,0.7964071856287425,266.0,215.0,Iteration_56
2,0.9007633587786259,0.8989113530326593,32.0,33.0,DecisionTreeClassifier,0.8975155279503105,0.9003115264797508,0.9011976047904192,301.0,289.0,Iteration_56
3,0.6931297709923664,0.673170731707317,114.0,87.0,MultinomialNB,0.7040816326530612,0.6448598130841121,0.7395209580838323,247.0,207.0,Iteration_56
4,0.6564885496183206,0.5697896749521989,172.0,53.0,SVC,0.7376237623762376,0.46417445482866043,0.8413173652694611,281.0,149.0,Iteration_56
5,0.8961832061068702,0.8960244648318043,28.0,40.0,RandomForestClassifier,0.8798798798798799,0.9127725856697819,0.8802395209580839,294.0,293.0,Iteration_56
6,0.6732824427480916,0.7198952879581152,46.0,168.0,AdaBoostClassifier,0.6207674943566591,0.8566978193146417,0.49700598802395207,166.0,275.0,Iteration_56
0,0.7374045801526717,0.7234726688102893,92.0,80.0,LogisticRegression,0.7377049180327869,0.7097791798107256,0.7633136094674556,258.0,225.0,Iteration_57
1,0.7587786259541984,0.7348993288590604,98.0,60.0,KNeighborsClassifier,0.7849462365591398,0.6908517350157729,0.8224852071005917,278.0,219.0,Iteration_57
2,0.8946564885496183,0.8909952606635071,35.0,34.0,DecisionTreeClassifier,0.8924050632911392,0.889589905362776,0.8994082840236687,304.0,282.0,Iteration_57
3,0.7267175572519083,0.6950596252129472,113.0,66.0,MultinomialNB,0.7555555555555555,0.6435331230283912,0.8047337278106509,272.0,204.0,Iteration_57
4,0.6854961832061068,0.6053639846743295,159.0,47.0,SVC,0.7707317073170732,0.49842271293375395,0.8609467455621301,291.0,158.0,Iteration_57
5,0.8809160305343512,0.8796296296296297,32.0,46.0,RandomForestClassifier,0.8610271903323263,0.8990536277602523,0.863905325443787,292.0,285.0,Iteration_57
6,0.6854961832061068,0.7231182795698925,48.0,158.0,AdaBoostClassifier,0.629976580796253,0.8485804416403786,0.5325443786982249,180.0,269.0,Iteration_57
0,0.7572519083969466,0.7488151658767771,83.0,76.0,LogisticRegression,0.7571884984025559,0.740625,0.7731343283582089,259.0,237.0,Iteration_58
1,0.7480916030534351,0.7179487179487181,110.0,55.0,KNeighborsClassifier,0.7924528301886793,0.65625,0.835820895522388,280.0,210.0,Iteration_58
2,0.917557251908397,0.9153605015673982,28.0,26.0,DecisionTreeClassifier,0.9182389937106918,0.9125,0.9223880597014925,309.0,292.0,Iteration_58
3,0.7114503816793893,0.6876033057851241,112.0,77.0,MultinomialNB,0.7298245614035088,0.65,0.7701492537313432,258.0,208.0,Iteration_58
4,0.6763358778625954,0.5826771653543308,172.0,40.0,SVC,0.7872340425531915,0.4625,0.8805970149253731,295.0,148.0,Iteration_58
5,0.9099236641221374,0.9085271317829458,27.0,32.0,RandomForestClassifier,0.9015384615384615,0.915625,0.9044776119402985,303.0,293.0,Iteration_58
6,0.6717557251908397,0.7211413748378729,42.0,173.0,AdaBoostClassifier,0.6164079822616408,0.86875,0.4835820895522388,162.0,278.0,Iteration_58
0,0.7175572519083969,0.7040000000000001,84.0,101.0,LogisticRegression,0.6853582554517134,0.7236842105263158,0.7122507122507122,250.0,220.0,Iteration_59
1,0.76793893129771,0.7295373665480427,99.0,53.0,KNeighborsClassifier,0.7945736434108527,0.6743421052631579,0.8490028490028491,298.0,205.0,Iteration_59
2,0.8885496183206106,0.8805237315875615,35.0,38.0,DecisionTreeClassifier,0.8762214983713354,0.8848684210526315,0.8917378917378918,313.0,269.0,Iteration_59
3,0.7129770992366412,0.6813559322033899,103.0,85.0,MultinomialNB,0.7027972027972028,0.6611842105263158,0.7578347578347578,266.0,201.0,Iteration_59
4,0.6458015267175573,0.546875,164.0,68.0,SVC,0.6730769230769231,0.4605263157894737,0.8062678062678063,283.0,140.0,Iteration_59
5,0.8717557251908397,0.8631921824104235,39.0,45.0,RandomForestClassifier,0.8548387096774194,0.8717105263157895,0.8717948717948718,306.0,265.0,Iteration_59
6,0.6320610687022901,0.6729986431478968,56.0,185.0,AdaBoostClassifier,0.5727482678983834,0.8157894736842105,0.47293447293447294,166.0,248.0,Iteration_59
0,0.7221374045801526,0.7173913043478262,104.0,78.0,LogisticRegression,0.7475728155339806,0.6895522388059702,0.75625,242.0,231.0,Iteration_60
1,0.7312977099236642,0.7170418006430869,112.0,64.0,KNeighborsClassifier,0.7770034843205574,0.6656716417910448,0.8,256.0,223.0,Iteration_60
2,0.8977099236641222,0.8995502248875562,35.0,32.0,DecisionTreeClassifier,0.9036144578313253,0.8955223880597015,0.9,288.0,300.0,Iteration_60
3,0.6793893129770993,0.65,140.0,70.0,MultinomialNB,0.7358490566037735,0.582089552238806,0.78125,250.0,195.0,Iteration_60
4,0.6442748091603053,0.5440313111545989,196.0,37.0,SVC,0.7897727272727273,0.41492537313432837,0.884375,283.0,139.0,Iteration_60
5,0.8916030534351145,0.8935532233883059,37.0,34.0,RandomForestClassifier,0.8975903614457831,0.8895522388059701,0.89375,286.0,298.0,Iteration_60
6,0.667175572519084,0.7168831168831169,59.0,159.0,AdaBoostClassifier,0.6344827586206897,0.8238805970149253,0.503125,161.0,276.0,Iteration_60
0,0.7007633587786259,0.7207977207977209,107.0,89.0,LogisticRegression,0.7397660818713451,0.7027777777777777,0.6983050847457627,206.0,253.0,Iteration_61
1,0.7480916030534351,0.7465437788018435,117.0,48.0,KNeighborsClassifier,0.8350515463917526,0.675,0.8372881355932204,247.0,243.0,Iteration_61
2,0.8961832061068702,0.9036827195467422,41.0,27.0,DecisionTreeClassifier,0.9219653179190751,0.8861111111111111,0.9084745762711864,268.0,319.0,Iteration_61
3,0.6778625954198473,0.6778625954198473,138.0,73.0,MultinomialNB,0.752542372881356,0.6166666666666667,0.752542372881356,222.0,222.0,Iteration_61
4,0.6290076335877862,0.577391304347826,194.0,49.0,SVC,0.772093023255814,0.46111111111111114,0.8338983050847457,246.0,166.0,Iteration_61
5,0.8961832061068702,0.9047619047619048,37.0,31.0,RandomForestClassifier,0.9124293785310734,0.8972222222222223,0.8949152542372881,264.0,323.0,Iteration_61
6,0.6870229007633588,0.7515151515151516,50.0,155.0,AdaBoostClassifier,0.6666666666666666,0.8611111111111112,0.4745762711864407,140.0,310.0,Iteration_61
0,0.7221374045801526,0.7026143790849674,88.0,94.0,LogisticRegression,0.6957928802588996,0.7095709570957096,0.7329545454545454,258.0,215.0,Iteration_62
1,0.7389312977099237,0.7005253940455343,103.0,68.0,KNeighborsClassifier,0.746268656716418,0.6600660066006601,0.8068181818181818,284.0,200.0,Iteration_62
2,0.8900763358778626,0.8823529411764707,33.0,39.0,DecisionTreeClassifier,0.8737864077669902,0.8910891089108911,0.8892045454545454,313.0,270.0,Iteration_62
3,0.7083969465648855,0.6666666666666666,112.0,79.0,MultinomialNB,0.7074074074074074,0.6303630363036303,0.7755681818181818,273.0,191.0,Iteration_62
4,0.6793893129770993,0.5800000000000001,158.0,52.0,SVC,0.7360406091370558,0.47854785478547857,0.8522727272727273,300.0,145.0,Iteration_62
5,0.8900763358778626,0.8838709677419354,29.0,43.0,RandomForestClassifier,0.8643533123028391,0.9042904290429042,0.8778409090909091,309.0,274.0,Iteration_62
6,0.6702290076335878,0.7127659574468086,35.0,181.0,AdaBoostClassifier,0.5968819599109132,0.8844884488448845,0.48579545454545453,171.0,268.0,Iteration_62
0,0.7175572519083969,0.7122861586314152,91.0,94.0,LogisticRegression,0.7089783281733746,0.715625,0.7194029850746269,241.0,229.0,Iteration_63
1,0.7541984732824427,0.7424000000000001,88.0,73.0,KNeighborsClassifier,0.760655737704918,0.725,0.7820895522388059,262.0,232.0,Iteration_63
2,0.9007633587786259,0.8989113530326595,31.0,34.0,DecisionTreeClassifier,0.8947368421052632,0.903125,0.8985074626865671,301.0,289.0,Iteration_63
3,0.7190839694656489,0.698360655737705,107.0,77.0,MultinomialNB,0.7344827586206897,0.665625,0.7701492537313432,258.0,213.0,Iteration_63
4,0.6580152671755726,0.5805243445692885,165.0,59.0,SVC,0.7242990654205608,0.484375,0.8238805970149253,276.0,155.0,Iteration_63
5,0.899236641221374,0.8987730061349694,27.0,39.0,RandomForestClassifier,0.8825301204819277,0.915625,0.8835820895522388,296.0,293.0,Iteration_63
6,0.6610687022900763,0.7109375000000001,47.0,175.0,AdaBoostClassifier,0.609375,0.853125,0.47761194029850745,160.0,273.0,Iteration_63
0,0.7038167938931298,0.706060606060606,103.0,91.0,LogisticRegression,0.7191358024691358,0.6934523809523809,0.7147335423197492,228.0,233.0,Iteration_64
1,0.7450381679389313,0.7293354943273906,111.0,56.0,KNeighborsClassifier,0.800711743772242,0.6696428571428571,0.8244514106583072,263.0,225.0,Iteration_64
2,0.8778625954198473,0.8795180722891567,44.0,36.0,DecisionTreeClassifier,0.8902439024390244,0.8690476190476191,0.8871473354231975,283.0,292.0,Iteration_64
3,0.6900763358778625,0.6699186991869919,130.0,73.0,MultinomialNB,0.7383512544802867,0.6130952380952381,0.7711598746081505,246.0,206.0,Iteration_64
4,0.6519083969465649,0.5762081784386617,181.0,47.0,SVC,0.7673267326732673,0.46130952380952384,0.8526645768025078,272.0,155.0,Iteration_64
5,0.8763358778625954,0.8796433878157504,40.0,41.0,RandomForestClassifier,0.8783382789317508,0.8809523809523809,0.8714733542319749,278.0,296.0,Iteration_64
6,0.6778625954198473,0.7312101910828025,49.0,162.0,AdaBoostClassifier,0.6391982182628062,0.8541666666666666,0.49216300940438873,157.0,287.0,Iteration_64
0,0.6870229007633588,0.6860643185298622,101.0,104.0,LogisticRegression,0.6829268292682927,0.6892307692307692,0.6848484848484848,226.0,224.0,Iteration_65
1,0.7251908396946565,0.7000000000000001,115.0,65.0,KNeighborsClassifier,0.7636363636363637,0.6461538461538462,0.803030303030303,265.0,210.0,Iteration_65
2,0.8793893129770992,0.8775193798449611,42.0,37.0,DecisionTreeClassifier,0.884375,0.8707692307692307,0.8878787878787879,293.0,283.0,Iteration_65
3,0.683969465648855,0.6589785831960461,125.0,82.0,MultinomialNB,0.7092198581560284,0.6153846153846154,0.7515151515151515,248.0,200.0,Iteration_65
4,0.648854961832061,0.5643939393939394,176.0,54.0,SVC,0.7339901477832512,0.4584615384615385,0.8363636363636363,276.0,149.0,Iteration_65
5,0.8793893129770992,0.8790199081163859,38.0,41.0,RandomForestClassifier,0.875,0.8830769230769231,0.8757575757575757,289.0,287.0,Iteration_65
6,0.6717557251908397,0.7159841479524438,54.0,161.0,AdaBoostClassifier,0.6273148148148148,0.8338461538461538,0.5121212121212121,169.0,271.0,Iteration_65
0,0.7465648854961832,0.7507507507507507,77.0,89.0,LogisticRegression,0.7374631268436578,0.764525993883792,0.7286585365853658,239.0,250.0,Iteration_66
1,0.7480916030534351,0.7393364928909951,93.0,72.0,KNeighborsClassifier,0.7647058823529411,0.7155963302752294,0.7804878048780488,256.0,234.0,Iteration_66
2,0.8916030534351145,0.8919330289193304,34.0,37.0,DecisionTreeClassifier,0.8878787878787879,0.8960244648318043,0.8871951219512195,291.0,293.0,Iteration_66
3,0.7175572519083969,0.7030497592295345,108.0,77.0,MultinomialNB,0.7398648648648649,0.6697247706422018,0.7652439024390244,251.0,219.0,Iteration_66
4,0.6717557251908397,0.6055045871559632,162.0,53.0,SVC,0.7568807339449541,0.5045871559633027,0.8384146341463414,275.0,165.0,Iteration_66
5,0.8977099236641222,0.9007407407407407,23.0,44.0,RandomForestClassifier,0.8735632183908046,0.9296636085626911,0.8658536585365854,284.0,304.0,Iteration_66
6,0.683969465648855,0.7363057324840764,38.0,169.0,AdaBoostClassifier,0.631004366812227,0.8837920489296636,0.4847560975609756,159.0,289.0,Iteration_66
0,0.7374045801526717,0.7094594594594594,97.0,75.0,LogisticRegression,0.7368421052631579,0.6840390879478827,0.7844827586206896,273.0,210.0,Iteration_67
1,0.732824427480916,0.6967071057192376,106.0,69.0,KNeighborsClassifier,0.7444444444444445,0.6547231270358306,0.8017241379310345,279.0,201.0,Iteration_67
2,0.8885496183206106,0.87893864013267,42.0,31.0,DecisionTreeClassifier,0.8952702702702703,0.8631921824104235,0.9109195402298851,317.0,265.0,Iteration_67
3,0.6916030534351145,0.6392857142857142,128.0,74.0,MultinomialNB,0.7075098814229249,0.5830618892508144,0.7873563218390804,274.0,179.0,Iteration_67
4,0.6824427480916031,0.5702479338842975,169.0,39.0,SVC,0.7796610169491526,0.4495114006514658,0.8879310344827587,309.0,138.0,Iteration_67
5,0.8839694656488549,0.8770226537216828,36.0,40.0,RandomForestClassifier,0.8713826366559485,0.8827361563517915,0.8850574712643678,308.0,271.0,Iteration_67
6,0.6687022900763359,0.7047619047619048,48.0,169.0,AdaBoostClassifier,0.6051401869158879,0.8436482084690554,0.514367816091954,179.0,259.0,Iteration_67
0,0.7267175572519083,0.7216174183514774,92.0,87.0,LogisticRegression,0.7272727272727273,0.7160493827160493,0.7371601208459214,244.0,232.0,Iteration_68
1,0.7465648854961832,0.7186440677966102,112.0,54.0,KNeighborsClassifier,0.7969924812030075,0.654320987654321,0.8368580060422961,277.0,212.0,Iteration_68
2,0.8870229007633588,0.8850931677018633,39.0,35.0,DecisionTreeClassifier,0.890625,0.8796296296296297,0.8942598187311178,296.0,285.0,Iteration_68
3,0.6946564885496184,0.673202614379085,118.0,82.0,MultinomialNB,0.7152777777777778,0.6358024691358025,0.7522658610271903,249.0,206.0,Iteration_68
4,0.6580152671755726,0.5789473684210527,170.0,54.0,SVC,0.7403846153846154,0.47530864197530864,0.8368580060422961,277.0,154.0,Iteration_68
5,0.8870229007633588,0.8861538461538461,36.0,38.0,RandomForestClassifier,0.8834355828220859,0.8888888888888888,0.8851963746223565,293.0,288.0,Iteration_68
6,0.6900763358778625,0.7332457293035479,45.0,158.0,AdaBoostClassifier,0.6384439359267735,0.8611111111111112,0.5226586102719033,173.0,279.0,Iteration_68
0,0.7374045801526717,0.7252396166134185,85.0,87.0,LogisticRegression,0.7229299363057324,0.7275641025641025,0.7463556851311953,256.0,227.0,Iteration_69
1,0.7358778625954199,0.7062818336162988,104.0,69.0,KNeighborsClassifier,0.7509025270758123,0.6666666666666666,0.7988338192419825,274.0,208.0,Iteration_69
2,0.9068702290076336,0.90302066772655,28.0,33.0,DecisionTreeClassifier,0.8958990536277602,0.9102564102564102,0.9037900874635568,310.0,284.0,Iteration_69
3,0.7022900763358778,0.6666666666666666,117.0,78.0,MultinomialNB,0.7142857142857143,0.625,0.7725947521865889,265.0,195.0,Iteration_69
4,0.6824427480916031,0.5968992248062016,158.0,50.0,SVC,0.7549019607843137,0.4935897435897436,0.8542274052478134,293.0,154.0,Iteration_69
5,0.9099236641221374,0.9070866141732284,24.0,35.0,RandomForestClassifier,0.891640866873065,0.9230769230769231,0.8979591836734694,308.0,288.0,Iteration_69
6,0.6809160305343511,0.7239101717305152,38.0,171.0,AdaBoostClassifier,0.6157303370786517,0.8782051282051282,0.5014577259475219,172.0,274.0,Iteration_69
0,0.7435114503816794,0.7391304347826086,82.0,86.0,LogisticRegression,0.7345679012345679,0.74375,0.7432835820895523,249.0,238.0,Iteration_70
1,0.7572519083969466,0.7354409317803661,99.0,60.0,KNeighborsClassifier,0.7864768683274022,0.690625,0.8208955223880597,275.0,221.0,Iteration_70
2,0.916030534351145,0.9139280125195618,28.0,27.0,DecisionTreeClassifier,0.9153605015673981,0.9125,0.9194029850746268,308.0,292.0,Iteration_70
3,0.7190839694656489,0.6973684210526315,108.0,76.0,MultinomialNB,0.7361111111111112,0.6625,0.7731343283582089,259.0,212.0,Iteration_70
4,0.6778625954198473,0.5996204933586338,162.0,49.0,SVC,0.7632850241545893,0.49375,0.8537313432835821,286.0,158.0,Iteration_70
5,0.9083969465648855,0.9074074074074074,26.0,34.0,RandomForestClassifier,0.8963414634146342,0.91875,0.8985074626865671,301.0,294.0,Iteration_70
6,0.6564885496183206,0.7051114023591087,51.0,174.0,AdaBoostClassifier,0.6072234762979684,0.840625,0.48059701492537316,161.0,269.0,Iteration_70
0,0.7297709923664122,0.7247278382581648,85.0,92.0,LogisticRegression,0.7169230769230769,0.7327044025157232,0.7270029673590505,245.0,233.0,Iteration_71
1,0.7312977099236642,0.7076411960132889,105.0,71.0,KNeighborsClassifier,0.75,0.6698113207547169,0.7893175074183977,266.0,213.0,Iteration_71
2,0.9022900763358779,0.89937106918239,32.0,32.0,DecisionTreeClassifier,0.89937106918239,0.89937106918239,0.9050445103857567,305.0,286.0,Iteration_71
3,0.7068702290076336,0.6778523489932886,116.0,76.0,MultinomialNB,0.7266187050359713,0.6352201257861635,0.7744807121661721,261.0,202.0,Iteration_71
4,0.6625954198473283,0.5658153241650296,174.0,47.0,SVC,0.7539267015706806,0.4528301886792453,0.8605341246290801,290.0,144.0,Iteration_71
5,0.9007633587786259,0.9001536098310291,25.0,40.0,RandomForestClassifier,0.8798798798798799,0.9213836477987422,0.8813056379821959,297.0,293.0,Iteration_71
6,0.6778625954198473,0.7137042062415196,55.0,156.0,AdaBoostClassifier,0.6276849642004774,0.8270440251572327,0.5370919881305638,181.0,263.0,Iteration_71
0,0.7221374045801526,0.7101910828025476,79.0,103.0,LogisticRegression,0.6840490797546013,0.7384105960264901,0.7082152974504249,250.0,223.0,Iteration_72
1,0.7526717557251908,0.7206896551724138,93.0,69.0,KNeighborsClassifier,0.7517985611510791,0.6920529801324503,0.8045325779036827,284.0,209.0,Iteration_72
2,0.899236641221374,0.8918032786885246,30.0,36.0,DecisionTreeClassifier,0.8831168831168831,0.9006622516556292,0.8980169971671388,317.0,272.0,Iteration_72
3,0.7099236641221374,0.6701388888888888,109.0,81.0,MultinomialNB,0.7043795620437956,0.6390728476821192,0.7705382436260623,272.0,193.0,Iteration_72
4,0.6732824427480916,0.58203125,153.0,61.0,SVC,0.7095238095238096,0.49337748344370863,0.8271954674220963,292.0,149.0,Iteration_72
5,0.9007633587786259,0.896,22.0,43.0,RandomForestClassifier,0.8668730650154799,0.9271523178807947,0.8781869688385269,310.0,280.0,Iteration_72
6,0.6564885496183206,0.6995994659546061,40.0,185.0,AdaBoostClassifier,0.5861297539149888,0.8675496688741722,0.47592067988668557,168.0,262.0,Iteration_72
0,0.7358778625954199,0.7406296851574213,85.0,88.0,LogisticRegression,0.7373134328358208,0.7439759036144579,0.7275541795665634,235.0,247.0,Iteration_73
1,0.7480916030534351,0.724540901502504,115.0,50.0,KNeighborsClassifier,0.8127340823970037,0.6536144578313253,0.8452012383900929,273.0,217.0,Iteration_73
2,0.8946564885496183,0.8952959028831563,37.0,32.0,DecisionTreeClassifier,0.9021406727828746,0.8885542168674698,0.9009287925696594,291.0,295.0,Iteration_73
3,0.7267175572519083,0.7108239095315024,112.0,67.0,MultinomialNB,0.7665505226480837,0.6626506024096386,0.7925696594427245,256.0,220.0,Iteration_73
4,0.6778625954198473,0.6142595978062156,164.0,47.0,SVC,0.7813953488372093,0.5060240963855421,0.8544891640866873,276.0,168.0,Iteration_73
5,0.9099236641221374,0.912332838038633,25.0,34.0,RandomForestClassifier,0.9002932551319648,0.9246987951807228,0.8947368421052632,289.0,307.0,Iteration_73
6,0.7206106870229008,0.759526938239159,43.0,140.0,AdaBoostClassifier,0.6736596736596736,0.8704819277108434,0.56656346749226,183.0,289.0,Iteration_73
0,0.7801526717557252,0.7837837837837838,71.0,73.0,LogisticRegression,0.781437125748503,0.786144578313253,0.7739938080495357,250.0,261.0,Iteration_74
1,0.766412213740458,0.751219512195122,101.0,52.0,KNeighborsClassifier,0.8162544169611308,0.6957831325301205,0.8390092879256966,271.0,231.0,Iteration_74
2,0.9145038167938931,0.9151515151515153,30.0,26.0,DecisionTreeClassifier,0.9207317073170732,0.9096385542168675,0.9195046439628483,297.0,302.0,Iteration_74
3,0.7435114503816794,0.729903536977492,105.0,63.0,MultinomialNB,0.7827586206896552,0.6837349397590361,0.804953560371517,260.0,227.0,Iteration_74
4,0.6854961832061068,0.6142322097378278,168.0,38.0,SVC,0.8118811881188119,0.4939759036144578,0.8823529411764706,285.0,164.0,Iteration_74
5,0.9099236641221374,0.9115442278860569,28.0,31.0,RandomForestClassifier,0.9074626865671642,0.9156626506024096,0.9040247678018576,292.0,304.0,Iteration_74
6,0.6946564885496184,0.7442455242966751,41.0,159.0,AdaBoostClassifier,0.6466666666666666,0.8765060240963856,0.5077399380804953,164.0,291.0,Iteration_74
0,0.7190839694656489,0.7220543806646527,79.0,105.0,LogisticRegression,0.6947674418604651,0.7515723270440252,0.6884272997032641,232.0,239.0,Iteration_75
1,0.7221374045801526,0.6925675675675674,113.0,69.0,KNeighborsClassifier,0.7481751824817519,0.6446540880503144,0.7952522255192879,268.0,205.0,Iteration_75
2,0.9099236641221374,0.9085271317829456,25.0,34.0,DecisionTreeClassifier,0.8960244648318043,0.9213836477987422,0.8991097922848664,303.0,293.0,Iteration_75
3,0.7038167938931298,0.6830065359477123,109.0,85.0,MultinomialNB,0.7108843537414966,0.6572327044025157,0.7477744807121661,252.0,209.0,Iteration_75
4,0.6900763358778625,0.6247689463955638,149.0,54.0,SVC,0.757847533632287,0.5314465408805031,0.8397626112759644,283.0,169.0,Iteration_75
5,0.9038167938931297,0.903225806451613,24.0,39.0,RandomForestClassifier,0.8828828828828829,0.9245283018867925,0.884272997032641,298.0,294.0,Iteration_75
6,0.6687022900763359,0.7155963302752294,45.0,172.0,AdaBoostClassifier,0.6134831460674157,0.8584905660377359,0.4896142433234421,165.0,273.0,Iteration_75
0,0.7312977099236642,0.7267080745341615,95.0,81.0,LogisticRegression,0.7428571428571429,0.7112462006079028,0.7515337423312883,245.0,234.0,Iteration_76
1,0.7374045801526717,0.7104377104377105,118.0,54.0,KNeighborsClassifier,0.7962264150943397,0.6413373860182371,0.8343558282208589,272.0,211.0,Iteration_76
2,0.8732824427480916,0.8728943338437979,44.0,39.0,DecisionTreeClassifier,0.8796296296296297,0.8662613981762918,0.8803680981595092,287.0,285.0,Iteration_76
3,0.7038167938931298,0.6766666666666666,126.0,68.0,MultinomialNB,0.7490774907749077,0.6170212765957447,0.7914110429447853,258.0,203.0,Iteration_76
4,0.6625954198473283,0.5758157389635316,179.0,42.0,SVC,0.78125,0.45592705167173253,0.8711656441717791,284.0,150.0,Iteration_76
5,0.8732824427480916,0.8748114630467572,39.0,44.0,RandomForestClassifier,0.8682634730538922,0.8814589665653495,0.8650306748466258,282.0,290.0,Iteration_76
6,0.6763358778625954,0.7232375979112271,52.0,160.0,AdaBoostClassifier,0.6338672768878718,0.8419452887537994,0.50920245398773,166.0,277.0,Iteration_76
0,0.7297709923664122,0.7194928684627575,81.0,96.0,LogisticRegression,0.7027863777089783,0.737012987012987,0.723342939481268,251.0,227.0,Iteration_77
